"R‚f‚rence
immobilisation";"D‚signation
";"Date 
d'acquisition";"Date de
mise en service";"Valeur
d'acquisition";"Valeur
r‚siduelle";;"Groupe 
immobilisation";"Libell‚ groupe
immobilisation"
MOB/000005/CRO150;Chaise remb.pied met.sans acc.;31/12/1988;31/12/1988;16000;0;;881;MOBILIER DE BUREAU
MOB/000005/DAS100;Armoire metallique 10 clapets;31/12/1988;31/12/1988;89000;0;;881;MOBILIER DE BUREAU
MOB/000005/DRB625;Chaise met.remb.sans accoudoir;31/12/1988;31/12/1988;12750;0;;881;MOBILIER DE BUREAU
MOB/000006/CRO150;Table bois pieds met.5 tiroirs;31/12/1988;31/12/1988;75000;0;;881;MOBILIER DE BUREAU
MOB/000006/DAS100;Armoire metallique 10 clapets;31/12/1988;31/12/1988;89000;0;;881;MOBILIER DE BUREAU
MOB/000007/CRO150;Armoire;31/12/1988;31/12/1988;99000;0;;881;MOBILIER DE BUREAU
MOB/000008/CRO150;Etagere metallique 2 niveaux;31/12/1988;31/12/1988;119000;0;;881;MOBILIER DE BUREAU
MOB/000009/CRK100;Arm.met.2 battants 4 niveaux;31/12/1988;31/12/1988;57000;0;;881;MOBILIER DE BUREAU
MOB/000009/CRO150;Etagere metallique 2 niveaux;31/12/1988;31/12/1988;119000;0;;881;MOBILIER DE BUREAU
MOB/000009/DME300;Chaise met.sans accoudoir;31/12/1988;31/12/1988;11000;0;;881;MOBILIER DE BUREAU
MOB/000010/CRK100;Arm.met.2 battants 4 niveaux;31/12/1988;31/12/1988;57000;0;;881;MOBILIER DE BUREAU
MOB/000010/CRO150;Bureau bois pieds met.5 tirois;31/12/1988;31/12/1988;150000;0;;881;MOBILIER DE BUREAU
MOB/000010/DME300;Chaise met.sans accoudoir;31/12/1988;31/12/1988;11000;0;;881;MOBILIER DE BUREAU
MOB/000011/CRK100;Arm.bois 2 battants 3 niveaux;31/12/1988;31/12/1988;57000;0;;881;MOBILIER DE BUREAU
MOB/000011/DME300;Chaise met.sans accoudoir;31/12/1988;31/12/1988;11000;0;;881;MOBILIER DE BUREAU
MOB/000012/CRK100;Arm.bois 3 battants 4 niveaux;31/12/1988;31/12/1988;87000;0;;881;MOBILIER DE BUREAU
MOB/000012/DRK100;Table bois pieds met.tiroirs;31/12/1988;31/12/1988;129500;0;;881;MOBILIER DE BUREAU
MOB/000022/DRB600;Table bois pieds metalliques;31/12/1988;31/12/1988;38500;0;;881;MOBILIER DE BUREAU
MOB/000023/DRB600;Table bois pieds metalliques;31/12/1988;31/12/1988;62000;0;;881;MOBILIER DE BUREAU
MOB/000024/DRB600;Tableau d'affichage vitre;31/12/1988;31/12/1988;69000;0;;881;MOBILIER DE BUREAU
MOB/000025/DRB600;Table bois pieds met.3 tiroirs;31/12/1988;31/12/1988;125000;0;;881;MOBILIER DE BUREAU
MOB/000031/CRO100;Meuble rangement 5 clapets;31/12/1988;31/12/1988;185250;0;;881;MOBILIER DE BUREAU
MOB/000032/CRO100;Armoire rangemt avec 5 clapets;31/12/1988;31/12/1988;197857;0;;881;MOBILIER DE BUREAU
MOB/000033/CRO100;Etagere met.4 niveaux;31/12/1988;31/12/1988;197857;0;;881;MOBILIER DE BUREAU
MOB/000034/CRO100;Etagere metallique a 4 niveaux;31/12/1988;31/12/1988;197858;0;;881;MOBILIER DE BUREAU
MOB/000035/CRO100;Etagere bois 4 niveaux;31/12/1988;31/12/1988;197858;0;;881;MOBILIER DE BUREAU
MOB/000036/CRO100;Meuble rangemt avec 5 clapets;31/12/1988;31/12/1988;228945;0;;881;MOBILIER DE BUREAU
MAE/000007/CRP100;Armoire electrique;31/12/1989;31/12/1989;1580246;0;;857;MATERIEL ELECTRIQUE
MAE/000013/CRP125;Electropompe immergee;31/12/1989;31/12/1989;649461;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000014/CRP125;Electropompe immergee;31/12/1989;31/12/1989;649461;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000015/CRP125;Electropompe immergee;31/12/1989;31/12/1989;649461;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000031/CRK175;Bac de chlore;31/12/1989;31/12/1989;464800;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000041/CRK175;Reservoir gas-oil;31/12/1989;31/12/1989;325000;0;;859;MATERIEL ELECTROMECANIQUE
CTR/000001/CRK100;Compteur;31/12/1989;31/12/1989;1970584;0;;867;COMPTEURS
CTR/000001/CRK150;Compteur;31/12/1989;31/12/1989;1384522;0;;867;COMPTEURS
MAB/000001/DRO675;Coffre-fort;31/12/1989;31/12/1989;30240;0;;872;MATERIEL DE BUREAU
MOB/000001/CRB175;Arm.bois 2 battants coulissant;31/12/1989;31/12/1989;91250;0;;881;MOBILIER DE BUREAU
MOB/000001/CRK250;Table bois pieds metalliques;31/12/1989;31/12/1989;55000;0;;881;MOBILIER DE BUREAU
MOB/000001/CRY175;Bur.bois pieds met.5 tiroirs;31/12/1989;31/12/1989;129500;0;;881;MOBILIER DE BUREAU
MOB/000001/DQE100;Armoire bois 2 niveaux;31/12/1989;31/12/1989;119000;0;;881;MOBILIER DE BUREAU
MOB/000002/CRO225;Arm.bois 2 battants 5 etageres;31/12/1989;31/12/1989;80000;0;;881;MOBILIER DE BUREAU
MOB/000002/DRO675;Table bois 2tiroirs ordinateur;31/12/1989;31/12/1989;80000;0;;881;MOBILIER DE BUREAU
MOB/000003/DRO675;Table bois pour ordinateur;31/12/1989;31/12/1989;82873;0;;881;MOBILIER DE BUREAU
MOB/000004/DRO250;Armoire bois 2 battants;31/12/1989;31/12/1989;80000;0;;881;MOBILIER DE BUREAU
MOB/000005/DRO250;Armoire bois 2 battants;31/12/1989;31/12/1989;80000;0;;881;MOBILIER DE BUREAU
MOB/000006/DRB625;Table metallique;31/12/1989;31/12/1989;97450;0;;881;MOBILIER DE BUREAU
MOB/000007/DRB625;Armoire bois 2 battants;31/12/1989;31/12/1989;134850;0;;881;MOBILIER DE BUREAU
MOB/000012/DME300;Armoire metallique 2 battants;31/12/1989;31/12/1989;99000;0;;881;MOBILIER DE BUREAU
MOB/000013/CRK100;Arm. bois 2 battants 6 etag.;31/12/1989;31/12/1989;80000;0;;881;MOBILIER DE BUREAU
MOB/000013/DME300;Armoire metallique 2 battants;31/12/1989;31/12/1989;99000;0;;881;MOBILIER DE BUREAU
MOB/000014/DME300;Armoire metallique 2 battants;31/12/1989;31/12/1989;99000;0;;881;MOBILIER DE BUREAU
MOB/000017/CRL100;Chaise met. sans accoudoir;31/12/1989;31/12/1989;11000;0;;881;MOBILIER DE BUREAU
MOB/000018/CRL100;Chaise met. sans accoudoir;31/12/1989;31/12/1989;11000;0;;881;MOBILIER DE BUREAU
MOB/000026/DRB600;Table bois;31/12/1989;31/12/1989;8000;0;;881;MOBILIER DE BUREAU
MOB/000027/DRB600;Armoire metallique 2 battants;31/12/1989;31/12/1989;99000;0;;881;MOBILIER DE BUREAU
MOB/000037/CRO100;Bur.bois pieds met.5 tiroirs;31/12/1989;31/12/1989;129500;0;;881;MOBILIER DE BUREAU
MOB/000038/CRO100;Table bois pieds metalliques;31/12/1989;31/12/1989;129500;0;;881;MOBILIER DE BUREAU
MOB/000063/DRO100;Chaise visit.remb.sans accoud.;31/12/1989;31/12/1989;11000;0;;881;MOBILIER DE BUREAU
MOB/000028/DRB600;Table bois pieds metalliques;31/10/1990;31/10/1990;25000;0;;881;MOBILIER DE BUREAU
MOB/000029/DRB600;Table bois;31/10/1990;31/10/1990;25000;0;;881;MOBILIER DE BUREAU
MAE/000003/CRK150;Armoire electrique;31/12/1990;31/12/1990;2250000;0;;857;MATERIEL ELECTRIQUE
MAE/000004/CRK225;Stabilisateur de tension;31/12/1990;31/12/1990;35000;0;;857;MATERIEL ELECTRIQUE
MAE/000013/DRB250;Transformateur;31/12/1990;31/12/1990;22500000;0;;857;MATERIEL ELECTRIQUE
MAE/000022/CRB100;Motopompe;31/12/1990;31/12/1990;810000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000022/CRF150;Bac de chloration;31/12/1990;31/12/1990;450000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000066/DRB300;Electropompe de surface;31/12/1990;31/12/1990;3589740;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000067/DRB300;Electropompe de surface;31/12/1990;31/12/1990;4748430;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000068/DRB300;Electropompe de surface;31/12/1990;31/12/1990;4748430;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000068/DRO250;Pompe doseuse;31/12/1990;31/12/1990;900000;0;;859;MATERIEL ELECTROMECANIQUE
OUT/000001/DRO250;Agitateur de labo;31/12/1990;31/12/1990;1575000;0;;865;MATERIEL ET OUTILLAGE
CTR/000001/CRB125;Compteurs poses;31/12/1990;31/12/1990;163789;0;;867;COMPTEURS
CTR/000001/CRY125;Compteurs;31/12/1990;31/12/1990;138822;0;;867;COMPTEURS
CTR/000002/CRK150;Compteur;31/12/1990;31/12/1990;3079350;0;;867;COMPTEURS
MAB/000002/CRO100;Refrigerateur;31/12/1990;31/12/1990;406051;0;;872;MATERIEL DE BUREAU
MAB/000007/DRB600;Coffre-fort;31/12/1990;31/12/1990;648750;0;;872;MATERIEL DE BUREAU
MOB/000002/CRY125;Armoire;31/12/1990;31/12/1990;98000;0;;881;MOBILIER DE BUREAU
MOB/000002/DFI100;Etagere metallique 5 niveaux;31/12/1990;31/12/1990;57500;0;;881;MOBILIER DE BUREAU
MOB/000002/DRO650;armoire en bois roulante 3 tirroirs;31/12/1990;31/12/1990;24800;0;;881;MOBILIER DE BUREAU
MOB/000003/DRO650;armoire en bois roulante 3 tirroirs;31/12/1990;31/12/1990;24800;0;;881;MOBILIER DE BUREAU
MOB/000004/CAB100;Etagere;31/12/1990;31/12/1990;248320;0;;881;MOBILIER DE BUREAU
MOB/000007/DAS100;Ensemble bureau bois 4 tiroirs;31/12/1990;31/12/1990;424551;0;;881;MOBILIER DE BUREAU
MOB/000008/DRB625;Armoire metallique 2 battants;31/12/1990;31/12/1990;150000;0;;881;MOBILIER DE BUREAU
MOB/000014/CRK100;Arm.bois 2 battants 4 niveaux;31/12/1990;31/12/1990;90000;0;;881;MOBILIER DE BUREAU
MOB/000015/CRK100;Etagere bois 3 niveaux;31/12/1990;31/12/1990;104000;0;;881;MOBILIER DE BUREAU
MOB/000016/CRK100;Etagere bois 3 niveaux;31/12/1990;31/12/1990;104000;0;;881;MOBILIER DE BUREAU
MOB/000030/DRB600;Chaise visiteur met.remb.;31/12/1990;31/12/1990;10500;0;;881;MOBILIER DE BUREAU
MOB/000031/DRB600;Chaise metallique rembourree;31/12/1990;31/12/1990;10500;0;;881;MOBILIER DE BUREAU
MOB/000032/DRB600;Chaise visiteur met.remb.;31/12/1990;31/12/1990;10500;0;;881;MOBILIER DE BUREAU
MOB/000033/DRB600;Chaise met.remb.sans accoudoir;31/12/1990;31/12/1990;58250;0;;881;MOBILIER DE BUREAU
MOB/000034/DRB600;Tablette bois;31/12/1990;31/12/1990;58250;0;;881;MOBILIER DE BUREAU
MOB/000035/DRB600;Armoire bois 2 battants;31/12/1990;31/12/1990;94750;0;;881;MOBILIER DE BUREAU
MOB/000036/DRB600;Armoire metallique 2 battants;31/12/1990;31/12/1990;171400;0;;881;MOBILIER DE BUREAU
MAE/000069/DRO250;Pompe doseuse;01/02/1991;01/02/1991;549888;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000001/CRK275;Armoire electrique;31/12/1991;31/12/1991;480000;0;;857;MATERIEL ELECTRIQUE
MAE/000001/CRO125;Paratonnerre;31/12/1991;31/12/1991;2453797;0;;857;MATERIEL ELECTRIQUE
MAE/000001/DME300;Coffret electrique;31/12/1991;31/12/1991;750000;0;;857;MATERIEL ELECTRIQUE
MAE/000002/CRO200;Paratonnerre;31/12/1991;31/12/1991;2325420;0;;857;MATERIEL ELECTRIQUE
MAE/000002/DME300;Coffret electrique;31/12/1991;31/12/1991;750000;0;;857;MATERIEL ELECTRIQUE
MAE/000003/CRB125;Paratonnerre;31/12/1991;31/12/1991;2518365;0;;857;MATERIEL ELECTRIQUE
MAE/000003/DME300;Armoire electrique;31/12/1991;31/12/1991;1275000;0;;857;MATERIEL ELECTRIQUE
MAE/000004/DME300;Armoire electrique;31/12/1991;31/12/1991;1275000;0;;857;MATERIEL ELECTRIQUE
MAE/000005/DME300;Armoire electrique;31/12/1991;31/12/1991;1275000;0;;857;MATERIEL ELECTRIQUE
MAE/000006/CRO175;Paratonnerre;31/12/1991;31/12/1991;2346708;0;;857;MATERIEL ELECTRIQUE
MAE/000007/CRO150;Paratonnerre;31/12/1991;31/12/1991;2453797;0;;857;MATERIEL ELECTRIQUE
MAE/000051/CRO100;Groupe electrogene;31/12/1991;31/12/1991;13472839;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000060/DRB250;Agitateur de chlore;31/12/1991;31/12/1991;1739033;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000061/DRB250;Agitateur de chlore;31/12/1991;31/12/1991;1739033;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000069/DRB300;Agitateur de chlore;31/12/1991;31/12/1991;1739033;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000070/DRB300;Electropompe de surface;31/12/1991;31/12/1991;4097417;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000070/DRO250;Pompe doseuse;31/12/1991;31/12/1991;960000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000071/DRO250;Pompe doseuse;31/12/1991;31/12/1991;960000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000072/DRO250;Pompe doseuse;31/12/1991;31/12/1991;960000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000073/DRO250;Pompe doseuse;31/12/1991;31/12/1991;960000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000074/DRO250;Pompe doseuse;31/12/1991;31/12/1991;960000;0;;859;MATERIEL ELECTROMECANIQUE
OUT/000001/DCM200;Perceuse verticale (a colonne);31/12/1991;31/12/1991;837089;0;;865;MATERIEL ET OUTILLAGE
OUT/000001/DME300;Armoire a Outils - tiroirs;31/12/1991;31/12/1991;250000;0;;865;MATERIEL ET OUTILLAGE
OUT/000002/CRO100;Autoclave;31/12/1991;31/12/1991;1365000;0;;865;MATERIEL ET OUTILLAGE
OUT/000002/DME300;Perceuse verticale (a colonne);31/12/1991;31/12/1991;837089;0;;865;MATERIEL ET OUTILLAGE
CTR/000002/CRB125;Compteurs poses;31/12/1991;31/12/1991;1109592;0;;867;COMPTEURS
CTR/000002/CRK100;Compteur;31/12/1991;31/12/1991;8458719;0;;867;COMPTEURS
CTR/000002/CRY125;Compteurs;31/12/1991;31/12/1991;736410;0;;867;COMPTEURS
MAB/000001/DME300;Refrigerateur;31/12/1991;31/12/1991;403229;0;;872;MATERIEL DE BUREAU
MAB/000001/DRB625;Coffre-fort;31/12/1991;31/12/1991;672000;0;;872;MATERIEL DE BUREAU
MAB/000001/DRO650;Coffre-fort;31/12/1991;31/12/1991;1322400;0;;872;MATERIEL DE BUREAU
MAC/000001/DJC100;Climatiseur;31/12/1991;31/12/1991;461160;0;;873;MATERIEL DE CLIMATISATION
MOB/000001/CRB125;Table metallique 2 tiroirs;31/12/1991;31/12/1991;45000;0;;881;MOBILIER DE BUREAU
MOB/000002/CRB125;Armoire metallique 2 battants;31/12/1991;31/12/1991;70000;0;;881;MOBILIER DE BUREAU
MOB/000003/DFI100;Table bois pour ordinateur;31/12/1991;31/12/1991;16406;0;;881;MOBILIER DE BUREAU
MOB/000005/CAB100;Etagere;31/12/1991;31/12/1991;122000;0;;881;MOBILIER DE BUREAU
MOB/000009/DRB625;Armoire bois rouge;31/12/1991;31/12/1991;71400;0;;881;MOBILIER DE BUREAU
MOB/000010/DRB625;Armoire metallique 2 battants;31/12/1991;31/12/1991;114800;0;;881;MOBILIER DE BUREAU
MOB/000013/DRK100;Armoire met.10 compartiments;31/12/1991;31/12/1991;96500;0;;881;MOBILIER DE BUREAU
MOB/000015/CRK225;Etagere bois 4 niveaux;31/12/1991;31/12/1991;97500;0;;881;MOBILIER DE BUREAU
MOB/000015/DME300;Chaise met.Remb.sans accoudoir;31/12/1991;31/12/1991;11000;0;;881;MOBILIER DE BUREAU
MOB/000016/DME300;Chaise met.Remb.sans accoudoir;31/12/1991;31/12/1991;11000;0;;881;MOBILIER DE BUREAU
MOB/000017/CRK100;Chaise remb.pieds met.sans acc;31/12/1991;31/12/1991;11000;0;;881;MOBILIER DE BUREAU
MOB/000017/DME300;Chaise met.Remb.sans accoudoir;31/12/1991;31/12/1991;11000;0;;881;MOBILIER DE BUREAU
MOB/000018/CRK100;Chaise remb.pieds met.sans acc;31/12/1991;31/12/1991;11000;0;;881;MOBILIER DE BUREAU
MOB/000018/DME300;Chaise met.Remb.sans accoudoir;31/12/1991;31/12/1991;11000;0;;881;MOBILIER DE BUREAU
MOB/000019/CRK100;Chaise remb.pieds met.sans acc;31/12/1991;31/12/1991;11000;0;;881;MOBILIER DE BUREAU
MOB/000019/CRL100;Arm.bois 2 battants;31/12/1991;31/12/1991;138000;0;;881;MOBILIER DE BUREAU
MOB/000019/DME300;Chaise met.Remb.sans accoudoir;31/12/1991;31/12/1991;11000;0;;881;MOBILIER DE BUREAU
MOB/000020/CRK100;Chaise remb.pieds met.sans acc;31/12/1991;31/12/1991;11000;0;;881;MOBILIER DE BUREAU
MOB/000020/DME300;Chaise met.Remb.sans accoudoir;31/12/1991;31/12/1991;11000;0;;881;MOBILIER DE BUREAU
MOB/000021/CRK100;EtagŠres;31/12/1991;31/12/1991;45000;0;;881;MOBILIER DE BUREAU
MOB/000021/DME300;Chaise met.Remb.sans accoudoir;31/12/1991;31/12/1991;11000;0;;881;MOBILIER DE BUREAU
MOB/000022/CRK100;Arm.met.2 battants 4 niveaux;31/12/1991;31/12/1991;95000;0;;881;MOBILIER DE BUREAU
MOB/000037/DRB600;Chaise met.remb.sans accoudoir;31/12/1991;31/12/1991;29781;0;;881;MOBILIER DE BUREAU
MOB/000038/DRB600;Chaise met.remb.sans accoudoir;31/12/1991;31/12/1991;29781;0;;881;MOBILIER DE BUREAU
MOB/000039/CRO100;Chaise remb.pieds met.sans acc;31/12/1991;31/12/1991;11875;0;;881;MOBILIER DE BUREAU
MOB/000040/CRO100;Table bureau;31/12/1991;31/12/1991;13500;0;;881;MOBILIER DE BUREAU
MOB/000041/CRO100;Etagere metallique;31/12/1991;31/12/1991;50000;0;;881;MOBILIER DE BUREAU
MOB/000064/DRO100;Table bois pour fax;31/12/1991;31/12/1991;16406;0;;881;MOBILIER DE BUREAU
MAE/000002/DRO200;Armoire electrique de pompage;31/12/1992;31/12/1992;13818894;0;;857;MATERIEL ELECTRIQUE
MAE/000002/DRO250;Coffret electrique;31/12/1992;31/12/1992;1525000;0;;857;MATERIEL ELECTRIQUE
MAE/000003/CRF125;Paratonnerre;31/12/1992;31/12/1992;1709439;0;;857;MATERIEL ELECTRIQUE
MAE/000003/DRO250;Armoire electrique;31/12/1992;31/12/1992;2337587;0;;857;MATERIEL ELECTRIQUE
MAE/000004/CRB100;Transformateur electrique;31/12/1992;31/12/1992;3315000;0;;857;MATERIEL ELECTRIQUE
MAE/000004/CRP125;Coffret electrique;31/12/1992;31/12/1992;1950000;0;;857;MATERIEL ELECTRIQUE
MAE/000004/DRO250;Arm.commande(pompe a vide N?1);31/12/1992;31/12/1992;3317029;0;;857;MATERIEL ELECTRIQUE
MAE/000005/CRP125;Coffret electrique;31/12/1992;31/12/1992;1950000;0;;857;MATERIEL ELECTRIQUE
MAE/000005/DRB300;Poste Transformateur AB02;31/12/1992;31/12/1992;4250001;0;;857;MATERIEL ELECTRIQUE
MAE/000005/DRO250;Armoire electrique;31/12/1992;31/12/1992;3917554;0;;857;MATERIEL ELECTRIQUE
MAE/000006/CRP125;Transformateur;31/12/1992;31/12/1992;13700000;0;;857;MATERIEL ELECTRIQUE
MAE/000006/DRO250;Transfo triphase a huile MT/BT;31/12/1992;31/12/1992;4046001;0;;857;MATERIEL ELECTRIQUE
MAE/000007/DME300;Armoire electrique;31/12/1992;31/12/1992;1525000;0;;857;MATERIEL ELECTRIQUE
MAE/000007/DRO250;Transfo triphase a huile;31/12/1992;31/12/1992;4046001;0;;857;MATERIEL ELECTRIQUE
MAE/000008/CRL175;Paratonnerre;31/12/1992;31/12/1992;1709439;0;;857;MATERIEL ELECTRIQUE
MAE/000008/DRO250;Transformateur triphase MT/BT;31/12/1992;31/12/1992;4046001;0;;857;MATERIEL ELECTRIQUE
MAE/000009/DRO250;Transformateur triphase MT/BT;31/12/1992;31/12/1992;4046001;0;;857;MATERIEL ELECTRIQUE
MAE/000010/DRO250;Transfo triphase;31/12/1992;31/12/1992;4046001;0;;857;MATERIEL ELECTRIQUE
MAE/000011/DRO250;Transformateur;31/12/1992;31/12/1992;4046001;0;;857;MATERIEL ELECTRIQUE
MAE/000012/DRO250;Armoire electrique;31/12/1992;31/12/1992;5951014;0;;857;MATERIEL ELECTRIQUE
MAE/000013/DRO250;Arm.commande des agitateurs;31/12/1992;31/12/1992;7259194;0;;857;MATERIEL ELECTRIQUE
MAE/000014/DRO250;Transformateur triphase MT/BT;31/12/1992;31/12/1992;9044001;0;;857;MATERIEL ELECTRIQUE
MAE/000015/DRO250;Poste trafo MT/BT;31/12/1992;31/12/1992;9044001;0;;857;MATERIEL ELECTRIQUE
MAE/000016/DRO250;Transformateur triphase MT/BT;31/12/1992;31/12/1992;9044001;0;;857;MATERIEL ELECTRIQUE
MAE/000017/DRO250;Armoire electrique;31/12/1992;31/12/1992;11664234;0;;857;MATERIEL ELECTRIQUE
MAE/000018/DRO250;Armoire electrique;31/12/1992;31/12/1992;14690202;0;;857;MATERIEL ELECTRIQUE
MAE/000019/DRO250;Armoire electrique;31/12/1992;31/12/1992;20596879;0;;857;MATERIEL ELECTRIQUE
MAE/000002/CRB225;Electropompe immergee F1;31/12/1992;31/12/1992;2068655;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000003/CRB225;Electropompe immergee F2;31/12/1992;31/12/1992;2068655;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000004/CRY150;Reservoir;31/12/1992;31/12/1992;1275000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000016/CRP125;Electropompe immergee;31/12/1992;31/12/1992;649641;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000047/CRK100;Bac de chlore;31/12/1992;31/12/1992;631465;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000048/CRK100;Pompe doseuse;31/12/1992;31/12/1992;1141729;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000052/CRO100;Groupe electrogene;31/12/1992;31/12/1992;6001000;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000075/DRO250;Electropompe de surface;31/12/1992;31/12/1992;3902053;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000076/DRO250;Electropompe de surface;31/12/1992;31/12/1992;3902053;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000077/DRO250;Electropompe de lavage;31/12/1992;31/12/1992;5717520;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000078/DRO250;Electropompe de lavage;31/12/1992;31/12/1992;5717520;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000079/DRO250;Pompe;31/12/1992;31/12/1992;5902392;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000080/DRO250;Compresseur a 2 moteurs;31/12/1992;31/12/1992;7979131;0;;859;MATERIEL ELECTROMECANIQUE
MAE/000081/DRO250;Electropompe de surface;31/12/1992;31/12/1992;11435040;0;;859;MATERIEL ELECTROMECANIQUE
MAL/000001/CRO100;Saturateur de chaux;31/12/1992;31/12/1992;7000000;0;;864;MATERIEL DE TRAITEMENT EAU
OUT/000001/CRL125;Balance;31/12/1992;31/12/1992;136000;0;;865;MATERIEL ET OUTILLAGE
OUT/000002/DRO250;Presse hydraulique;31/12/1992;31/12/1992;1617381;0;;865;MATERIEL ET OUTILLAGE
OUT/000003/DME300;Poste de travaux pratiques;31/12/1992;31/12/1992;125000;0;;865;MATERIEL ET OUTILLAGE
OUT/000004/DME300;Poste de travaux pratiques;31/12/1992;31/12/1992;125000;0;;865;MATERIEL ET OUTILLAGE
OUT/000005/DME300;Poste de travaux pratiques;31/12/1992;31/12/1992;125000;0;;865;MATERIEL ET OUTILLAGE
OUT/000034/DME300;Etabli d'atelier;31/12/1992;31/12/1992;86048;0;;865;MATERIEL ET OUTILLAGE
OUT/000035/DME300;Etabli d'atelier;31/12/1992;31/12/1992;86048;0;;865;MATERIEL ET OUTILLAGE
OUT/000036/DME300;Etabli d'atelier;31/12/1992;31/12/1992;86048;0;;865;MATERIEL ET OUTILLAGE
OUT/000037/DME300;Etabli d'atelier;31/12/1992;31/12/1992;86048;0;;865;MATERIEL ET OUTILLAGE
OUT/000038/DME300;Etabli d'atelier;31/12/1992;31/12/1992;86048;0;;865;MATERIEL ET OUTILLAGE
OUT/000039/DME300;Etabli d'atelier;31/12/1992;31/12/1992;86048;0;;865;MATERIEL ET OUTILLAGE
OUT/000040/DME300;Etabli d'atelier;31/12/1992;31/12/1992;86048;0;;865;MATERIEL ET OUTILLAGE
OUT/000041/DME300;Etabli d'atelier;31/12/1992;31/12/1992;86048;0;;865;MATERIEL ET OUTILLAGE
OUT/000042/DME300;Etabli d'atelier;31/12/1992;31/12/1992;86048;0;;865;MATERIEL ET OUTILLAGE
OUT/000043/DME300;Etabli d'atelier;31/12/1992;31/12/1992;86048;0;;865;MATERIEL ET OUTILLAGE
CTR/000003/CRB125;Compteurs poses;31/12/1992;31/12/1992;1879911;0;;867;COMPTEURS
CTR/000003/CRK100;Compteur;31/12/1992;31/12/1992;11965794;0;;867;COMPTEURS
CTR/000003/CRK150;Compteur;31/12/1992;31/12/1992;1571922;0;;867;COMPTEURS
MAB/000002/DME300;Tableau classe coulissant;31/12/1992;31/12/1992;318020;0;;872;MATERIEL DE BUREAU
MAB/000003/DME300;Tableau classe coulissant;31/12/1992;31/12/1992;318020;0;;872;MATERIEL DE BUREAU
MAB/000004/CRK100;Caisse a monnaie;31/12/1992;31/12/1992;371298;0;;872;MATERIEL DE BUREAU
MAB/000004/DME300;Tableau classe coulissant;31/12/1992;31/12/1992;318020;0;;872;MATERIEL DE BUREAU
MAB/000005/CRK100;Coffre-fort;31/12/1992;31/12/1992;656782;0;;872;MATERIEL DE BUREAU
MAB/000006/CRL100;Phocopieur;31/12/1992;31/12/1992;3400000;0;;872;MATERIEL DE BUREAU
MOB/000001/CRL150;Chaise met.sans accoudoir;31/12/1992;31/12/1992;17530;0;;881;MOBILIER DE BUREAU
MOB/000002/CRB175;Arm.bois 2battants coulissants;31/12/1992;31/12/1992;111250;0;;881;MOBILIER DE BUREAU
MOB/000003/DRB350;Table bois pieds metalliques;31/12/1992;31/12/1992;25000;0;;881;MOBILIER DE BUREAU
MOB/000003/DRO625;armoire en bois;31/12/1992;31/12/1992;78000;0;;881;MOBILIER DE BUREAU
MOB/000004/DRO625;Armoire metallique 4 clapets;31/12/1992;31/12/1992;108200;0;;881;MOBILIER DE BUREAU
MOB/000004/DRO650;Armoire metallique 4 clapets;31/12/1992;31/12/1992;108200;0;;881;MOBILIER DE BUREAU
MOB/000004/DRO675;Armoire metallique 4 tiroirs;31/12/1992;31/12/1992;108200;0;;881;MOBILIER DE BUREAU
MOB/000005/DRO625;Armoire DACOTA;31/12/1992;31/12/1992;1950000;0;;881;MOBILIER DE BUREAU
MOB/000006/DRO250;Armoire bois 2 battants;31/12/1992;31/12/1992;144000;0;;881;MOBILIER DE BUREAU
MOB/000011/DRB625;Chaise bois remb.sans accoud;31/12/1992;31/12/1992;6000;0;;881;MOBILIER DE BUREAU
